tier,champ_name,item_count,item_set,combo_count,rnk,current_win_rate,base_naked_wr,total_lift
grandmaster,ChoGath,2,37-47,55,4,0.1636,0.0956,0.0681
grandmaster,ChoGath,2,36-47,112,2,0.1339,0.0956,0.0383
grandmaster,ChoGath,2,15-36,61,5,0.1312,0.0956,0.0356
grandmaster,ChoGath,2,36-66,57,1,0.1228,0.0956,0.0272
grandmaster,ChoGath,2,36-45,55,3,0.1091,0.0956,0.0135
grandmaster,Darius,0,NONE,594,1,0.0589,0.0589,0.0000
grandmaster,Darius,1,36,55,1,0.0546,0.0589,-0.0044
grandmaster,Darius,2,15-36,152,2,0.0855,0.0589,0.0266
grandmaster,Darius,2,33-36,85,3,0.0588,0.0589,-0.0001
grandmaster,Darius,2,15-33,74,1,0.0405,0.0589,-0.0184
grandmaster,Darius,3,15-36-78,174,3,0.3046,0.0589,0.2457
grandmaster,Darius,3,36-39-78,84,4,0.2381,0.0589,0.1792
grandmaster,Darius,3,33-36-69,146,5,0.2260,0.0589,0.1671
grandmaster,Darius,3,19-36-39,63,1,0.1905,0.0589,0.1316
grandmaster,Darius,3,15-33-39,123,2,0.1057,0.0589,0.0468
grandmaster,Ekko,0,NONE,1048,1,0.1660,0.1660,0.0000
grandmaster,Ekko,1,59,53,2,0.2453,0.1660,0.0793
grandmaster,Ekko,1,36,158,3,0.1392,0.1660,-0.0268
grandmaster,Ekko,1,14,77,1,0.1169,0.1660,-0.0492
grandmaster,Ezreal,0,NONE,11402,1,0.0968,0.0968,0.0000
grandmaster,Ezreal,1,58,179,1,0.1676,0.0968,0.0708
grandmaster,Ezreal,1,19,85,3,0.1647,0.0968,0.0679
grandmaster,Ezreal,1,17,359,2,0.1504,0.0968,0.0536
grandmaster,Ezreal,2,17-57,111,4,0.1892,0.0968,0.0924
grandmaster,Ezreal,2,57-67,103,5,0.1748,0.0968,0.0779
grandmaster,Ezreal,2,26-57,143,2,0.1678,0.0968,0.0710
grandmaster,Ezreal,2,2-57,65,3,0.1539,0.0968,0.0570
grandmaster,Ezreal,2,57-58,67,1,0.1493,0.0968,0.0524
grandmaster,Fiora,0,NONE,2280,1,0.0715,0.0715,0.0000
grandmaster,Fiora,1,59,91,2,0.2418,0.0715,0.1703
grandmaster,Fiora,1,67,598,3,0.1639,0.0715,0.0924
grandmaster,Fiora,1,78,55,1,0.1091,0.0715,0.0376
grandmaster,Fizz,0,NONE,7139,1,0.1398,0.1398,0.0000
grandmaster,Fizz,1,69,134,3,0.0970,0.1398,-0.0428
grandmaster,Fizz,1,77,51,1,0.0784,0.1398,-0.0614
grandmaster,Fizz,1,15,64,2,0.0469,0.1398,-0.0929
grandmaster,Gangplank,0,NONE,855,1,0.1790,0.1790,0.0000
grandmaster,Gangplank,1,15,162,1,0.1482,0.1790,-0.0308
grandmaster,Gangplank,2,15-36,79,1,0.1013,0.1790,-0.0777
grandmaster,Gangplank,2,15-37,75,2,0.0667,0.1790,-0.1123
grandmaster,Gangplank,2,15-33,53,3,0.0566,0.1790,-0.1224
grandmaster,Gangplank,3,15-36-37,141,2,0.2128,0.1790,0.0338
grandmaster,Gangplank,3,15-33-37,90,1,0.2000,0.1790,0.0211
grandmaster,Gangplank,3,15-33-36,125,3,0.1360,0.1790,-0.0430
grandmaster,Graves,0,NONE,12309,1,0.1107,0.1107,0.0000
grandmaster,Graves,1,88,90,1,0.1889,0.1107,0.0782
grandmaster,Graves,1,17,76,3,0.1711,0.1107,0.0603
grandmaster,Graves,1,58,78,2,0.1282,0.1107,0.0175
grandmaster,Irelia,0,NONE,2664,1,0.1167,0.1167,0.0000
grandmaster,Irelia,1,47,58,2,0.1724,0.1167,0.0557
grandmaster,Irelia,1,49,85,1,0.1177,0.1167,0.0009
grandmaster,Irelia,1,15,163,3,0.0491,0.1167,-0.0677
grandmaster,Irelia,2,19-29,217,4,0.0830,0.1167,-0.0338
grandmaster,Irelia,2,19-28,85,2,0.0588,0.1167,-0.0579
grandmaster,Irelia,2,15-19,151,5,0.0530,0.1167,-0.0638
grandmaster,Irelia,2,19-19,95,1,0.0526,0.1167,-0.0641
grandmaster,Irelia,2,15-29,136,3,0.0441,0.1167,-0.0726
grandmaster,Irelia,3,19-29-49,120,3,0.2417,0.1167,0.1249
grandmaster,Irelia,3,15-28-29,80,5,0.1750,0.1167,0.0583
grandmaster,Irelia,3,19-19-28,204,1,0.1373,0.1167,0.0205
grandmaster,Irelia,3,15-19-19,166,2,0.1325,0.1167,0.0158
grandmaster,Irelia,3,15-19-44,86,4,0.1279,0.1167,0.0112
grandmaster,JarvanIV,0,NONE,3004,1,0.1085,0.1085,0.0000
grandmaster,JarvanIV,1,68,96,3,0.1771,0.1085,0.0686
grandmaster,JarvanIV,1,47,215,2,0.1535,0.1085,0.0450
grandmaster,JarvanIV,1,67,84,1,0.1191,0.1085,0.0105
grandmaster,JarvanIV,2,35-35,63,1,0.1905,0.1085,0.0820
grandmaster,Jayce,0,NONE,4195,1,0.0801,0.0801,0.0000
grandmaster,Jayce,1,7,53,3,0.1321,0.0801,0.0520
grandmaster,Jayce,1,79,59,2,0.1186,0.0801,0.0385
grandmaster,Jayce,1,3,61,1,0.0164,0.0801,-0.0637
grandmaster,Jayce,2,15-36,77,1,0.0779,0.0801,-0.0022
grandmaster,Jayce,2,33-36,52,2,0.0385,0.0801,-0.0416
grandmaster,Jayce,3,15-33-36,55,1,0.1636,0.0801,0.0835
grandmaster,Jhin,0,NONE,1733,1,0.1633,0.1633,0.0000
grandmaster,Jhin,1,16,60,2,0.1333,0.1633,-0.0300
grandmaster,Jhin,1,1,53,1,0.0943,0.1633,-0.0690
grandmaster,Jhin,1,12,58,3,0.0690,0.1633,-0.0943
grandmaster,Jhin,2,26-29,133,1,0.0902,0.1633,-0.0731
grandmaster,Jhin,2,15-26,78,2,0.0769,0.1633,-0.0864
grandmaster,Jhin,2,19-29,400,5,0.0750,0.1633,-0.0883
grandmaster,Jhin,2,15-29,542,3,0.0590,0.1633,-0.1043
grandmaster,Jhin,2,19-26,51,4,0.0588,0.1633,-0.1045
grandmaster,Jhin,3,19-26-29,237,2,0.1350,0.1633,-0.0283
grandmaster,Jhin,3,19-29-79,102,1,0.1275,0.1633,-0.0359
grandmaster,Jhin,3,15-26-29,390,3,0.1128,0.1633,-0.0505
grandmaster,Jhin,3,15-19-26,160,4,0.1000,0.1633,-0.0633
grandmaster,Jhin,3,26-29-69,60,5,0.1000,0.1633,-0.0633
grandmaster,Jinx,0,NONE,545,1,0.0716,0.0716,0.0000
grandmaster,Jinx,1,57,104,2,0.0673,0.0716,-0.0043
grandmaster,Jinx,1,29,62,3,0.0645,0.0716,-0.0070
grandmaster,Jinx,1,12,124,1,0.0484,0.0716,-0.0232
grandmaster,Jinx,2,15-57,86,4,0.0698,0.0716,-0.0018
grandmaster,Jinx,2,12-57,241,5,0.0622,0.0716,-0.0093
grandmaster,Jinx,2,12-15,152,2,0.0526,0.0716,-0.0189
grandmaster,Jinx,2,12-22,60,1,0.0500,0.0716,-0.0216
grandmaster,Jinx,2,15-29,93,3,0.0323,0.0716,-0.0393
grandmaster,Jinx,3,15-57-69,59,5,0.1525,0.0716,0.0810
grandmaster,Jinx,3,12-12-29,204,4,0.1128,0.0716,0.0412
grandmaster,Jinx,3,12-22-29,115,1,0.0957,0.0716,0.0241
grandmaster,Jinx,3,12-12-13,56,3,0.0357,0.0716,-0.0359
grandmaster,Jinx,3,12-12-19,65,2,0.0308,0.0716,-0.0408
grandmaster,KaiSa,0,NONE,1592,1,0.0559,0.0559,0.0000
grandmaster,KaiSa,1,67,77,1,0.1039,0.0559,0.0480
grandmaster,KaiSa,1,37,181,2,0.0663,0.0559,0.0104
grandmaster,KaiSa,1,38,79,3,0.0380,0.0559,-0.0179
grandmaster,KaiSa,2,37-38,121,5,0.1488,0.0559,0.0929
grandmaster,KaiSa,2,14-37,93,2,0.0968,0.0559,0.0409
grandmaster,KaiSa,2,34-37,91,1,0.0879,0.0559,0.0320
grandmaster,KaiSa,2,37-44,405,4,0.0741,0.0559,0.0182
grandmaster,KaiSa,2,38-44,137,3,0.0657,0.0559,0.0098
grandmaster,KaiSa,3,37-38-44,832,5,0.2067,0.0559,0.1508
grandmaster,KaiSa,3,36-37-44,66,2,0.1970,0.0559,0.1411
grandmaster,KaiSa,3,37-38-49,60,3,0.1667,0.0559,0.1108
grandmaster,KaiSa,3,33-38-44,66,4,0.1364,0.0559,0.0805
grandmaster,KaiSa,3,14-37-38,225,1,0.1156,0.0559,0.0597
grandmaster,Karma,0,NONE,7262,1,0.1354,0.1354,0.0000
grandmaster,Karma,1,46,56,1,0.1607,0.1354,0.0254
grandmaster,Karma,1,17,231,3,0.1342,0.1354,-0.0012
grandmaster,Karma,1,33,78,2,0.1154,0.1354,-0.0200
grandmaster,Kassadin,0,NONE,15923,1,0.1174,0.1174,0.0000
grandmaster,Kassadin,1,67,422,3,0.1659,0.1174,0.0484
grandmaster,Kassadin,1,27,139,2,0.1655,0.1174,0.0480
grandmaster,Kassadin,1,18,151,1,0.1126,0.1174,-0.0049
grandmaster,Kayle,0,NONE,4347,1,0.1633,0.1633,0.0000
grandmaster,Kayle,1,49,70,1,0.2143,0.1633,0.0510
grandmaster,Kayle,1,15,115,2,0.0696,0.1633,-0.0938
grandmaster,Kayle,1,2,112,3,0.0536,0.1633,-0.1098
grandmaster,Kayle,2,22-23,122,4,0.1230,0.1633,-0.0404
grandmaster,Kayle,2,22-37,57,5,0.0877,0.1633,-0.0756
grandmaster,Kayle,2,15-23,113,3,0.0531,0.1633,-0.1102
grandmaster,Kayle,2,15-22,104,2,0.0289,0.1633,-0.1345
grandmaster,Kayle,2,23-69,84,1,0.0238,0.1633,-0.1395
grandmaster,Kayle,3,22-49-69,59,3,0.2373,0.1633,0.0740
grandmaster,Kayle,3,15-23-33,51,1,0.1961,0.1633,0.0328
grandmaster,Kayle,3,23-23-69,81,4,0.1852,0.1633,0.0219
grandmaster,Kayle,3,22-23-69,747,5,0.1540,0.1633,-0.0094
grandmaster,Kayle,3,15-23-24,141,2,0.1348,0.1633,-0.0286
grandmaster,KhaZix,0,NONE,4803,1,0.0891,0.0891,0.0000
grandmaster,KhaZix,1,29,51,2,0.2353,0.0891,0.1462
grandmaster,KhaZix,1,17,74,3,0.1622,0.0891,0.0731
grandmaster,KhaZix,1,7,59,1,0.1017,0.0891,0.0126
grandmaster,KhaZix,2,19-22,60,1,0.1000,0.0891,0.0109
grandmaster,KhaZix,2,19-19,64,2,0.0313,0.0891,-0.0579
grandmaster,KhaZix,3,15-19-19,83,2,0.1566,0.0891,0.0675
grandmaster,KhaZix,3,15-19-22,57,1,0.1228,0.0891,0.0337
grandmaster,KhaZix,3,19-19-22,224,3,0.1161,0.0891,0.0270
grandmaster,Leona,0,NONE,4125,1,0.0752,0.0752,0.0000
grandmaster,Leona,1,35,139,2,0.1079,0.0752,0.0328
grandmaster,Leona,1,68,149,1,0.1007,0.0752,0.0255
grandmaster,Leona,1,27,284,3,0.0916,0.0752,0.0164
grandmaster,Lucian,0,NONE,2273,1,0.0563,0.0563,0.0000
grandmaster,Lucian,1,6,127,3,0.1024,0.0563,0.0461
grandmaster,Lucian,1,12,225,2,0.0978,0.0563,0.0415
grandmaster,Lucian,1,4,201,1,0.0846,0.0563,0.0283
grandmaster,Lucian,2,29-57,98,1,0.1735,0.0563,0.1172
grandmaster,Lucian,2,12-57,217,2,0.1244,0.0563,0.0681
grandmaster,Lucian,2,26-57,114,4,0.1140,0.0563,0.0577
grandmaster,Lucian,2,56-57,110,5,0.1000,0.0563,0.0437
grandmaster,Lucian,2,34-57,66,3,0.0909,0.0563,0.0346
grandmaster,Lucian,3,12-29-57,68,1,0.0294,0.0563,-0.0269
grandmaster,Lulu,0,NONE,6804,1,0.2021,0.2021,0.0000
grandmaster,Lulu,1,69,67,2,0.1940,0.2021,-0.0081
grandmaster,Lulu,1,4,145,1,0.1793,0.2021,-0.0228
grandmaster,Lulu,1,2,80,3,0.1625,0.2021,-0.0396
grandmaster,Lux,0,NONE,10165,1,0.1637,0.1637,0.0000
grandmaster,Lux,1,59,73,3,0.3014,0.1637,0.1377
grandmaster,Lux,1,47,125,1,0.2080,0.1637,0.0443
grandmaster,Lux,1,67,210,2,0.1762,0.1637,0.0125
grandmaster,Malphite,0,NONE,18161,1,0.1099,0.1099,0.0000
grandmaster,Malphite,1,59,113,2,0.2124,0.1099,0.1025
grandmaster,Malphite,1,55,133,3,0.1128,0.1099,0.0029
grandmaster,Malphite,1,7,65,1,0.0923,0.1099,-0.0176
grandmaster,MasterYi,0,NONE,1549,1,0.0833,0.0833,0.0000
grandmaster,MasterYi,3,23-55-69,211,1,0.1896,0.0833,0.1063
grandmaster,MasterYi,3,22-23-69,70,2,0.1571,0.0833,0.0739
grandmaster,MissFortune,0,NONE,3436,1,0.1479,0.1479,0.0000
grandmaster,MissFortune,1,67,123,2,0.2114,0.1479,0.0635
grandmaster,MissFortune,1,37,189,3,0.1270,0.1479,-0.0209
grandmaster,MissFortune,1,4,129,1,0.0930,0.1479,-0.0548
grandmaster,MissFortune,2,34-57,54,3,0.1852,0.1479,0.0373
grandmaster,MissFortune,2,37-69,63,2,0.1587,0.1479,0.0109
grandmaster,MissFortune,2,44-57,71,5,0.0986,0.1479,-0.0493
grandmaster,MissFortune,2,37-44,69,4,0.0870,0.1479,-0.0609
grandmaster,MissFortune,2,44-69,108,1,0.0648,0.1479,-0.0830
grandmaster,MissFortune,3,37-44-69,82,1,0.1951,0.1479,0.0473
grandmaster,MissFortune,3,33-44-69,88,2,0.0682,0.1479,-0.0797
grandmaster,Mordekaiser,0,NONE,5163,1,0.0879,0.0879,0.0000
grandmaster,Mordekaiser,1,27,205,2,0.1415,0.0879,0.0535
grandmaster,Mordekaiser,1,68,83,3,0.1205,0.0879,0.0326
grandmaster,Mordekaiser,1,7,52,1,0.1154,0.0879,0.0275
grandmaster,Neeko,0,NONE,1765,1,0.1258,0.1258,0.0000
grandmaster,Neeko,1,37,59,2,0.1525,0.1258,0.0268
grandmaster,Neeko,1,15,189,1,0.1005,0.1258,-0.0253
grandmaster,Neeko,1,27,90,3,0.1000,0.1258,-0.0258
grandmaster,Neeko,2,15-79,62,1,0.1936,0.1258,0.0678
grandmaster,Neeko,2,15-37,51,2,0.0980,0.1258,-0.0277
grandmaster,Neeko,2,15-27,86,3,0.0930,0.1258,-0.0328
grandmaster,Poppy,0,NONE,6923,1,0.1161,0.1161,0.0000
grandmaster,Poppy,1,15,100,3,0.1900,0.1161,0.0739
grandmaster,Poppy,1,5,82,1,0.1342,0.1161,0.0180
grandmaster,Poppy,1,27,459,2,0.1285,0.1161,0.0124
grandmaster,Poppy,2,27-55,65,1,0.1692,0.1161,0.0531
grandmaster,Poppy,2,27-27,65,3,0.1077,0.1161,-0.0084
grandmaster,Poppy,2,55-66,109,2,0.0826,0.1161,-0.0336
grandmaster,Poppy,3,33-55-66,222,3,0.2297,0.1161,0.1136
grandmaster,Poppy,3,36-55-66,83,5,0.2289,0.1161,0.1128
grandmaster,Poppy,3,55-66-77,89,4,0.1798,0.1161,0.0637
grandmaster,Poppy,3,27-55-66,83,1,0.1325,0.1161,0.0164
grandmaster,Poppy,3,25-55-66,164,2,0.1037,0.1161,-0.0125
grandmaster,Rakan,0,NONE,3644,1,0.1411,0.1411,0.0000
grandmaster,Rakan,1,67,141,1,0.2270,0.1411,0.0859
grandmaster,Rakan,1,46,54,2,0.1852,0.1411,0.0441
grandmaster,Rakan,1,17,96,3,0.1771,0.1411,0.0360
grandmaster,Rakan,2,37-45,104,3,0.1923,0.1411,0.0513
grandmaster,Rakan,2,14-45,61,5,0.1312,0.1411,-0.0099
grandmaster,Rakan,2,14-14,66,1,0.0909,0.1411,-0.0501
grandmaster,Rakan,2,14-37,216,2,0.0787,0.1411,-0.0624
grandmaster,Rakan,2,37-44,56,4,0.0714,0.1411,-0.0696
grandmaster,Rakan,3,14-37-45,89,1,0.1461,0.1411,0.0050
grandmaster,Rakan,3,14-26-37,61,2,0.1312,0.1411,-0.0099
grandmaster,Rakan,3,14-14-37,112,3,0.0804,0.1411,-0.0607
grandmaster,Rumble,0,NONE,3294,1,0.1855,0.1855,0.0000
grandmaster,Rumble,1,55,95,2,0.0737,0.1855,-0.1118
grandmaster,Rumble,1,25,69,3,0.0725,0.1855,-0.1130
grandmaster,Rumble,1,36,51,1,0.0392,0.1855,-0.1463
grandmaster,Rumble,2,27-69,78,3,0.0897,0.1855,-0.0958
grandmaster,Rumble,2,36-69,58,1,0.0517,0.1855,-0.1338
grandmaster,Rumble,2,55-66,53,4,0.0377,0.1855,-0.1478
grandmaster,Rumble,2,25-69,135,5,0.0370,0.1855,-0.1485
grandmaster,Rumble,2,15-69,65,2,0.0308,0.1855,-0.1547
grandmaster,Rumble,3,55-69-79,103,2,0.1748,0.1855,-0.0107
grandmaster,Rumble,3,25-27-69,69,1,0.1739,0.1855,-0.0116
grandmaster,Rumble,3,25-36-69,66,4,0.1515,0.1855,-0.0340
grandmaster,Rumble,3,25-55-69,389,5,0.1285,0.1855,-0.0570
grandmaster,Rumble,3,15-55-69,62,3,0.0807,0.1855,-0.1048
grandmaster,Shaco,0,NONE,2037,1,0.0702,0.0702,0.0000
grandmaster,Shaco,1,45,110,3,0.1091,0.0702,0.0389
grandmaster,Shaco,1,11,65,2,0.0462,0.0702,-0.0241
grandmaster,Shaco,1,17,104,1,0.0385,0.0702,-0.0317
grandmaster,Shaco,2,15-16,212,4,0.0943,0.0702,0.0241
grandmaster,Shaco,2,16-19,76,5,0.0790,0.0702,0.0088
grandmaster,Shaco,2,16-29,51,3,0.0784,0.0702,0.0082
grandmaster,Shaco,2,15-19,119,2,0.0756,0.0702,0.0054
grandmaster,Shaco,2,15-29,76,1,0.0658,0.0702,-0.0044
grandmaster,Shaco,3,13-15-19,54,2,0.2222,0.0702,0.1520
grandmaster,Shaco,3,15-16-19,352,1,0.1903,0.0702,0.1201
grandmaster,Shaco,3,15-16-29,291,3,0.1443,0.0702,0.0741
grandmaster,Shaco,3,15-19-29,84,4,0.1071,0.0702,0.0369
grandmaster,Shen,0,NONE,11646,1,0.1084,0.1084,0.0000
grandmaster,Shen,1,59,190,1,0.2105,0.1084,0.1022
grandmaster,Shen,1,6,116,3,0.1121,0.1084,0.0037
grandmaster,Shen,1,7,173,2,0.0983,0.1084,-0.0101
grandmaster,Sona,0,NONE,2906,1,0.1194,0.1194,0.0000
grandmaster,Sona,1,48,54,2,0.0926,0.1194,-0.0268
grandmaster,Sona,1,46,441,1,0.0590,0.1194,-0.0605
grandmaster,Sona,1,4,52,3,0.0192,0.1194,-0.1002
grandmaster,Sona,2,46-46,849,4,0.0942,0.1194,-0.0252
grandmaster,Sona,2,46-48,128,2,0.0938,0.1194,-0.0257
grandmaster,Sona,2,44-46,972,1,0.0525,0.1194,-0.0669
grandmaster,Sona,2,4-46,92,3,0.0217,0.1194,-0.0977
grandmaster,Sona,3,44-46-46,2131,3,0.3581,0.1194,0.2386
grandmaster,Sona,3,46-46-48,345,1,0.2145,0.1194,0.0951
grandmaster,Sona,3,44-44-46,193,2,0.1554,0.1194,0.0360
grandmaster,Sona,3,14-46-46,77,4,0.0779,0.1194,-0.0415
grandmaster,Sona,3,4-44-46,107,5,0.0374,0.1194,-0.0820
grandmaster,Soraka,0,NONE,8530,1,0.1807,0.1807,0.0000
grandmaster,Soraka,1,46,67,2,0.2388,0.1807,0.0582
grandmaster,Soraka,1,4,52,3,0.1731,0.1807,-0.0076
grandmaster,Soraka,1,12,70,1,0.1143,0.1807,-0.0664
grandmaster,Syndra,0,NONE,2701,1,0.1359,0.1359,0.0000
grandmaster,Syndra,1,46,113,3,0.1947,0.1359,0.0588
grandmaster,Syndra,1,44,73,1,0.1370,0.1359,0.0011
grandmaster,Syndra,1,15,92,2,0.0652,0.1359,-0.0707
grandmaster,Syndra,2,46-46,53,2,0.1509,0.1359,0.0151
grandmaster,Syndra,2,44-46,70,3,0.1143,0.1359,-0.0216
grandmaster,Syndra,2,15-46,53,1,0.0566,0.1359,-0.0793
grandmaster,Syndra,3,44-46-46,88,2,0.2727,0.1359,0.1369
grandmaster,Syndra,3,15-44-44,83,4,0.2289,0.1359,0.0930
grandmaster,Syndra,3,15-44-46,226,1,0.1504,0.1359,0.0146
grandmaster,Syndra,3,15-46-46,166,3,0.0964,0.1359,-0.0395
grandmaster,Thresh,0,NONE,9396,1,0.1691,0.1691,0.0000
grandmaster,Thresh,1,22,115,1,0.2348,0.1691,0.0657
grandmaster,Thresh,1,26,124,2,0.2177,0.1691,0.0486
grandmaster,Thresh,1,4,152,3,0.0921,0.1691,-0.0770
grandmaster,TwistedFate,0,NONE,5160,1,0.1550,0.1550,0.0000
grandmaster,TwistedFate,1,37,63,3,0.1429,0.1550,-0.0122
grandmaster,TwistedFate,1,67,157,2,0.1210,0.1550,-0.0340
grandmaster,TwistedFate,1,39,66,1,0.0909,0.1550,-0.0641
grandmaster,TwistedFate,3,19-39-48,101,3,0.1386,0.1550,-0.0164
grandmaster,TwistedFate,3,19-39-44,80,2,0.1375,0.1550,-0.0175
grandmaster,TwistedFate,3,14-19-39,154,4,0.1364,0.1550,-0.0187
grandmaster,TwistedFate,3,19-33-39,51,1,0.0784,0.1550,-0.0766
grandmaster,TwistedFate,3,14-37-39,59,5,0.0509,0.1550,-0.1042
grandmaster,VelKoz,0,NONE,2023,1,0.1429,0.1429,0.0000
grandmaster,VelKoz,1,79,67,2,0.1940,0.1429,0.0512
grandmaster,VelKoz,1,37,344,1,0.1308,0.1429,-0.0121
grandmaster,VelKoz,1,15,63,3,0.0476,0.1429,-0.0952
grandmaster,VelKoz,2,37-48,77,4,0.2338,0.1429,0.0909
grandmaster,VelKoz,2,33-37,90,3,0.1889,0.1429,0.0460
grandmaster,VelKoz,2,37-39,96,5,0.1563,0.1429,0.0134
grandmaster,VelKoz,2,37-44,76,1,0.1447,0.1429,0.0019
grandmaster,VelKoz,2,15-37,72,2,0.1250,0.1429,-0.0179
grandmaster,VelKoz,3,37-39-69,64,4,0.3281,0.1429,0.1853
grandmaster,VelKoz,3,19-37-39,54,1,0.2963,0.1429,0.1534
grandmaster,VelKoz,3,15-37-44,87,2,0.1954,0.1429,0.0525
grandmaster,VelKoz,3,33-37-69,70,5,0.1286,0.1429,-0.0143
grandmaster,VelKoz,3,33-44-69,126,3,0.1111,0.1429,-0.0318
grandmaster,Vi,0,NONE,7230,1,0.0928,0.0928,0.0000
grandmaster,Vi,1,36,2524,1,0.1284,0.0928,0.0356
grandmaster,Vi,1,7,329,2,0.0912,0.0928,-0.0016
grandmaster,Vi,1,33,108,3,0.0463,0.0928,-0.0465
grandmaster,Vi,2,36-47,177,2,0.1864,0.0928,0.0936
grandmaster,Vi,2,45-67,69,1,0.1739,0.0928,0.0811
grandmaster,Vi,2,25-36,51,5,0.1569,0.0928,0.0641
grandmaster,Vi,2,35-36,52,3,0.1539,0.0928,0.0610
grandmaster,Vi,2,36-88,77,4,0.1039,0.0928,0.0111
grandmaster,Vi,3,36-45-45,86,1,0.1744,0.0928,0.0816
grandmaster,WuKong,0,NONE,8896,1,0.1081,0.1081,0.0000
grandmaster,WuKong,1,25,177,3,0.1695,0.1081,0.0614
grandmaster,WuKong,1,66,148,2,0.0811,0.1081,-0.0271
grandmaster,WuKong,1,5,142,1,0.0563,0.1081,-0.0518
grandmaster,WuKong,2,45-47,73,3,0.2329,0.1081,0.1247
grandmaster,WuKong,2,15-25,56,5,0.1964,0.1081,0.0883
grandmaster,WuKong,2,15-27,51,2,0.1569,0.1081,0.0487
grandmaster,WuKong,2,45-45,70,1,0.1143,0.1081,0.0062
grandmaster,WuKong,2,37-45,91,4,0.0989,0.1081,-0.0092
grandmaster,Xayah,0,NONE,4334,1,0.1191,0.1191,0.0000
grandmaster,Xayah,1,67,215,3,0.2000,0.1191,0.0809
grandmaster,Xayah,1,29,81,2,0.0864,0.1191,-0.0326
grandmaster,Xayah,1,24,51,1,0.0392,0.1191,-0.0798
grandmaster,Xayah,2,19-29,127,3,0.1024,0.1191,-0.0167
grandmaster,Xayah,2,12-29,68,1,0.0588,0.1191,-0.0602
grandmaster,Xayah,2,29-69,172,2,0.0581,0.1191,-0.0609
grandmaster,Xayah,3,12-29-69,837,2,0.1685,0.1191,0.0494
grandmaster,Xayah,3,15-29-69,117,1,0.1368,0.1191,0.0177
grandmaster,Xayah,3,23-29-69,99,5,0.1212,0.1191,0.0022
grandmaster,Xayah,3,19-26-29,52,3,0.0962,0.1191,-0.0229
grandmaster,Xayah,3,16-29-69,57,4,0.0351,0.1191,-0.0840
grandmaster,Xerath,0,NONE,1266,1,0.2141,0.2141,0.0000
grandmaster,Xerath,1,69,58,1,0.2069,0.2141,-0.0072
grandmaster,Xerath,1,23,114,2,0.1842,0.2141,-0.0299
grandmaster,Xerath,2,23-69,52,1,0.0769,0.2141,-0.1371
grandmaster,Xerath,3,23-33-69,89,1,0.3820,0.2141,0.1680
grandmaster,Xerath,3,23-23-69,80,3,0.2875,0.2141,0.0734
grandmaster,Xerath,3,15-23-69,58,2,0.0862,0.2141,-0.1279
grandmaster,XinZhao,0,NONE,3109,1,0.1081,0.1081,0.0000
grandmaster,XinZhao,1,67,83,2,0.1928,0.1081,0.0847
grandmaster,XinZhao,1,47,56,3,0.1250,0.1081,0.0169
grandmaster,XinZhao,1,55,142,1,0.1056,0.1081,-0.0024
grandmaster,XinZhao,2,55-66,59,1,0.1017,0.1081,-0.0064
grandmaster,XinZhao,3,25-55-66,155,2,0.1936,0.1081,0.0855
grandmaster,XinZhao,3,25-55-69,97,1,0.1340,0.1081,0.0260
grandmaster,Yasuo,0,NONE,1507,1,0.0790,0.0790,0.0000
grandmaster,Ziggs,0,NONE,1240,1,0.0927,0.0927,0.0000
grandmaster,Zoe,0,NONE,8918,1,0.1504,0.1504,0.0000
grandmaster,Zoe,1,88,101,3,0.2277,0.1504,0.0774
grandmaster,Zoe,1,17,53,1,0.2076,0.1504,0.0572
grandmaster,Zoe,1,1,73,2,0.2055,0.1504,0.0551
master,Ahri,0,NONE,4222,1,0.1208,0.1208,0.0000
master,Ahri,1,13,51,1,0.1961,0.1208,0.0753
master,Ahri,1,37,313,2,0.1118,0.1208,-0.0090
master,Ahri,1,2,56,3,0.0893,0.1208,-0.0315
master,Annie,0,NONE,8866,1,0.1407,0.1407,0.0000
master,Annie,1,55,59,3,0.1525,0.1407,0.0119
master,Annie,1,27,159,1,0.1069,0.1407,-0.0337
master,Annie,1,69,81,2,0.0988,0.1407,-0.0419
master,Ashe,0,NONE,9252,1,0.1248,0.1248,0.0000
master,Ashe,1,29,198,1,0.1414,0.1248,0.0166
master,Ashe,1,69,103,3,0.1359,0.1248,0.0111
master,Ashe,1,2,316,2,0.0886,0.1248,-0.0362
master,Ashe,2,14-23,65,1,0.0923,0.1248,-0.0325
master,Ashe,2,14-26,63,2,0.0318,0.1248,-0.0931
master,Ashe,2,14-14,59,3,0.0000,0.1248,-0.1248
master,AurelionSol,0,NONE,2266,1,0.2171,0.2171,0.0000
master,AurelionSol,1,38,78,3,0.2308,0.2171,0.0137
master,AurelionSol,1,44,60,2,0.1667,0.2171,-0.0505
master,AurelionSol,1,37,87,1,0.1379,0.2171,-0.0792
master,Blitzcrank,0,NONE,18752,1,0.1051,0.1051,0.0000
master,Blitzcrank,1,68,79,1,0.1519,0.1051,0.0468
master,Blitzcrank,1,58,337,3,0.1424,0.1051,0.0374
master,Blitzcrank,1,35,56,2,0.1250,0.1051,0.0199
master,Blitzcrank,2,58-67,63,1,0.1270,0.1051,0.0219
master,Caitlyn,0,NONE,1790,1,0.1050,0.1050,0.0000
