tier,champ_name,item_id,zero_item_win_rate,zero_count,one_item_win_rate,one_count,lift_score,cn_champ,cn_item
diamond,MissFortune,24,0.161,3659,0.1681,113,0.0072,厄运小姐,斯塔缇克电刃
diamond,Jayce,77,0.0928,5625,0.1,60,0.0072,杰斯,狂徒铠甲
master,Xerath,28,0.2152,1320,0.2222,54,0.0071,泽拉斯,刺客之爪
challenger,Karma,46,0.1486,11298,0.1557,122,0.0071,卡尔玛,恩泽圣杯
grandmaster,Blitzcrank,17,0.1041,19762,0.1111,81,0.007,布里茨,基克的先驱
grandmaster,WuKong,77,0.1081,8896,0.1151,139,0.007,孙悟空,狂徒铠甲
master,Mordekaiser,27,0.0984,5986,0.1053,209,0.0069,莫德凯撒,兹若特传送门
diamond,MissFortune,49,0.161,3659,0.1678,149,0.0068,厄运小姐,正义之手
challenger,Ashe,23,0.1282,8931,0.135,200,0.0068,艾希,鬼索的狂暴之刃
platinum,Kassadin,38,0.1205,10815,0.1273,55,0.0068,卡萨丁,爆破专家的电荷
diamond,Kassadin,66,0.1245,16396,0.1312,61,0.0067,卡萨丁,巨龙之爪
diamond,Malphite,88,0.1228,17579,0.1294,286,0.0066,墨菲特,自然之力
grandmaster,Kayle,13,0.1633,4347,0.1698,53,0.0065,凯尔,海克斯科技枪刃
platinum,Kassadin,66,0.1205,10815,0.127,63,0.0065,卡萨丁,巨龙之爪
platinum,Jhin,12,0.1112,1852,0.1177,68,0.0064,烬,巨人杀手
grandmaster,Vi,4,0.0928,7230,0.0992,504,0.0064,蔚,女神之泪
platinum,KaiSa,37,0.0927,2384,0.0991,333,0.0064,卡莎,莫雷洛秘典
platinum,Jayce,33,0.0908,4990,0.0972,72,0.0064,杰斯,灭世者的死亡之帽
master,Shaco,16,0.0657,2040,0.072,250,0.0063,萨科,饮血剑
challenger,Karma,14,0.1486,11298,0.1549,71,0.0063,卡尔玛,朔极之矛
diamond,TwistedFate,67,0.1339,5213,0.1401,157,0.0062,崔斯特,凌风
platinum,MissFortune,1,0.1478,3830,0.1539,52,0.0061,厄运小姐,暴风大剑
diamond,Kassadin,3,0.1245,16396,0.1304,92,0.006,卡萨丁,无用大棒
grandmaster,Ashe,23,0.1242,9750,0.1302,169,0.006,艾希,鬼索的狂暴之刃
challenger,Shen,7,0.1067,11120,0.1128,133,0.006,慎,巨人腰带
diamond,JarvanIV,68,0.0988,3614,0.1047,86,0.0059,嘉文四世,天神法球
diamond,Caitlyn,24,0.1084,4337,0.1143,70,0.0059,凯特琳,斯塔缇克电刃
grandmaster,Jayce,27,0.0801,4195,0.086,93,0.0059,杰斯,兹若特传送门
master,MissFortune,67,0.1499,3390,0.1557,122,0.0059,厄运小姐,凌风
diamond,Ashe,24,0.1289,10077,0.1348,319,0.0059,艾希,斯塔缇克电刃
challenger,Vi,66,0.088,6514,0.0938,192,0.0058,蔚,巨龙之爪
diamond,MissFortune,29,0.161,3659,0.1667,84,0.0057,厄运小姐,最后的轻语
grandmaster,Ahri,17,0.115,4062,0.1207,58,0.0057,阿狸,基克的先驱
platinum,JarvanIV,33,0.0978,5991,0.1035,58,0.0056,嘉文四世,灭世者的死亡之帽
diamond,Gangplank,4,0.1484,1577,0.1539,52,0.0055,普朗克,女神之泪
master,Shen,55,0.1089,10710,0.1144,236,0.0055,慎,棘刺背心
master,Shen,45,0.1089,10710,0.1144,236,0.0055,慎,冰霜之心
grandmaster,Ekko,47,0.166,1048,0.1714,70,0.0054,艾克,救赎
grandmaster,Karma,67,0.1354,7262,0.1407,135,0.0054,卡尔玛,凌风
master,Kassadin,5,0.1123,14742,0.1177,68,0.0054,卡萨丁,锁子甲
platinum,Jayce,17,0.0908,4990,0.0962,52,0.0054,杰斯,基克的先驱
master,WuKong,67,0.1046,8805,0.11,382,0.0054,孙悟空,凌风
grandmaster,Thresh,14,0.1691,9396,0.1744,281,0.0053,锤石,朔极之矛
challenger,Ezreal,57,0.0952,12275,0.1004,1763,0.0053,伊泽瑞尔,红霸符
master,MissFortune,26,0.1499,3390,0.1552,58,0.0053,厄运小姐,卢安娜的飓风
master,MissFortune,23,0.1499,3390,0.1552,58,0.0053,厄运小姐,鬼索的狂暴之刃
master,VelKoz,79,0.1587,1916,0.1639,61,0.0053,维克兹,伏击之爪
diamond,Jayce,49,0.0928,5625,0.098,51,0.0052,杰斯,正义之手
master,ChoGath,45,0.0932,5524,0.0985,193,0.0052,科加斯,冰霜之心
diamond,Shaco,12,0.0644,1973,0.0694,72,0.0051,萨科,巨人杀手
master,Soraka,1,0.1645,8157,0.1695,59,0.005,索拉卡,暴风大剑
diamond,Irelia,47,0.1167,3386,0.1216,74,0.005,艾瑞莉娅,救赎
master,VelKoz,34,0.1587,1916,0.1636,55,0.005,维克兹,卢登的回声
grandmaster,VelKoz,38,0.1429,2023,0.1477,88,0.0049,维克兹,爆破专家的电荷
platinum,Vi,8,0.1193,8502,0.1241,145,0.0049,蔚,金铲铲
challenger,Syndra,39,0.1156,1808,0.1205,83,0.0049,辛德拉,珠光护手
diamond,ChoGath,45,0.108,6101,0.1129,248,0.0049,科加斯,冰霜之心
diamond,Vi,45,0.1075,9879,0.1123,971,0.0048,蔚,冰霜之心
platinum,Lux,67,0.1505,9382,0.1552,232,0.0047,拉克丝,凌风
diamond,Kassadin,4,0.1245,16396,0.129,124,0.0046,卡萨丁,女神之泪
platinum,Kassadin,44,0.1205,10815,0.125,112,0.0045,卡萨丁,炽天使之拥
challenger,ChoGath,3,0.0897,5394,0.0941,85,0.0044,科加斯,无用大棒
grandmaster,ChoGath,77,0.0956,6842,0.1,200,0.0044,科加斯,狂徒铠甲
grandmaster,Malphite,27,0.1099,18161,0.1142,219,0.0043,墨菲特,兹若特传送门
diamond,Ekko,57,0.1624,1416,0.1667,78,0.0042,艾克,红霸符
platinum,Shaco,15,0.076,2105,0.0802,237,0.0042,萨科,守护天使
platinum,MissFortune,69,0.1478,3830,0.152,204,0.0042,厄运小姐,水银
grandmaster,Mordekaiser,36,0.0879,5163,0.092,163,0.0041,莫德凯撒,离子火花
platinum,Shen,25,0.1059,9464,0.11,100,0.0041,慎,泰坦的坚决
diamond,Lux,88,0.1461,6963,0.15,80,0.0039,拉克丝,自然之力
master,Thresh,45,0.17,8457,0.1739,69,0.0039,锤石,冰霜之心
grandmaster,Shaco,19,0.0702,2037,0.0741,189,0.0039,萨科,无尽之刃
diamond,JarvanIV,47,0.0988,3614,0.1026,156,0.0038,嘉文四世,救赎
diamond,Jinx,22,0.0855,1205,0.0893,56,0.0038,金克丝,疾射火炮
challenger,Poppy,27,0.1103,7202,0.1141,263,0.0038,波比,兹若特传送门
grandmaster,ChoGath,66,0.0956,6842,0.0993,302,0.0038,科加斯,巨龙之爪
diamond,Lulu,17,0.1981,5987,0.2019,104,0.0038,璐璐,基克的先驱
master,Leona,3,0.0758,4618,0.0795,365,0.0037,蕾欧娜,无用大棒
diamond,MissFortune,56,0.161,3659,0.1647,85,0.0037,厄运小姐,破刃者
challenger,Mordekaiser,36,0.0989,6533,0.1026,234,0.0037,莫德凯撒,离子火花
grandmaster,Shen,6,0.1084,11646,0.1121,116,0.0037,慎,负极斗篷
diamond,Shen,4,0.1141,12828,0.1177,68,0.0036,慎,女神之泪
platinum,JarvanIV,17,0.0978,5991,0.1015,69,0.0036,嘉文四世,基克的先驱
diamond,Thresh,67,0.1726,6832,0.1761,352,0.0036,锤石,凌风
diamond,ChoGath,36,0.108,6101,0.1116,672,0.0036,科加斯,离子火花
challenger,Vi,3,0.088,6514,0.0915,820,0.0035,蔚,无用大棒
master,VelKoz,38,0.1587,1916,0.1622,74,0.0035,维克兹,爆破专家的电荷
platinum,Jhin,15,0.1112,1852,0.1147,157,0.0034,烬,守护天使
platinum,WuKong,77,0.1047,8139,0.1081,148,0.0034,孙悟空,狂徒铠甲
platinum,WuKong,79,0.1047,8139,0.1081,111,0.0034,孙悟空,伏击之爪
challenger,Lulu,34,0.2037,7896,0.2069,58,0.0033,璐璐,卢登的回声
grandmaster,Thresh,69,0.1691,9396,0.1724,58,0.0033,锤石,水银
platinum,Neeko,67,0.092,3718,0.0952,84,0.0033,妮蔻,凌风
challenger,Lucian,35,0.0556,2517,0.0588,68,0.0032,卢锡安,钢铁烈阳之匣
platinum,Shen,4,0.1059,9464,0.1091,55,0.0032,慎,女神之泪
grandmaster,ChoGath,15,0.0956,6842,0.0988,405,0.0032,科加斯,守护天使
grandmaster,VelKoz,48,0.1429,2023,0.1459,233,0.0031,维克兹,星之守护者的符咒
diamond,VelKoz,37,0.1147,1744,0.1178,331,0.0031,维克兹,莫雷洛秘典
master,Mordekaiser,25,0.0984,5986,0.1015,69,0.0031,莫德凯撒,泰坦的坚决
diamond,Neeko,68,0.1124,1869,0.1154,52,0.003,妮蔻,天神法球
grandmaster,Lux,88,0.1637,10165,0.1667,96,0.003,拉克丝,自然之力
grandmaster,Lux,17,0.1637,10165,0.1667,54,0.003,拉克丝,基克的先驱
platinum,Ezreal,12,0.1152,8514,0.1182,110,0.003,伊泽瑞尔,巨人杀手
diamond,JarvanIV,7,0.0988,3614,0.1017,59,0.0029,嘉文四世,巨人腰带
diamond,JarvanIV,55,0.0988,3614,0.1017,177,0.0029,嘉文四世,棘刺背心
grandmaster,Malphite,55,0.1099,18161,0.1128,133,0.0029,墨菲特,棘刺背心
diamond,Ezreal,4,0.1067,9487,0.1096,73,0.0029,伊泽瑞尔,女神之泪
master,Jayce,89,0.0753,4410,0.0781,64,0.0029,杰斯,暗星之心
diamond,Vi,37,0.1075,9879,0.1104,163,0.0029,蔚,莫雷洛秘典
platinum,Neeko,27,0.092,3718,0.0948,116,0.0029,妮蔻,兹若特传送门
diamond,Shaco,29,0.0644,1973,0.0672,119,0.0029,萨科,最后的轻语
grandmaster,WuKong,45,0.1081,8896,0.1109,586,0.0028,孙悟空,冰霜之心
platinum,Mordekaiser,36,0.1009,5568,0.1037,135,0.0028,莫德凯撒,离子火花
platinum,Vi,2,0.1193,8502,0.122,205,0.0027,蔚,反曲之弓
platinum,Lucian,9,0.0974,3644,0.1,100,0.0026,卢锡安,拳套
grandmaster,Ashe,19,0.1242,9750,0.1268,71,0.0026,艾希,无尽之刃
grandmaster,Ezreal,1,0.0968,11402,0.0994,161,0.0026,伊泽瑞尔,暴风大剑
master,Kassadin,46,0.1123,14742,0.1148,61,0.0025,卡萨丁,恩泽圣杯
master,Leona,5,0.0758,4618,0.0782,307,0.0024,蕾欧娜,锁子甲
platinum,Lux,37,0.1505,9382,0.1529,255,0.0024,拉克丝,莫雷洛秘典
platinum,Malphite,47,0.1346,13652,0.137,146,0.0024,墨菲特,救赎
platinum,Karma,88,0.1378,11443,0.1402,107,0.0024,卡尔玛,自然之力
grandmaster,Leona,1,0.0752,4125,0.0775,129,0.0024,蕾欧娜,暴风大剑
platinum,Shaco,13,0.076,2105,0.0784,51,0.0024,萨科,海克斯科技枪刃
platinum,Ezreal,26,0.1152,8514,0.1177,85,0.0024,伊泽瑞尔,卢安娜的飓风
diamond,Kassadin,44,0.1245,16396,0.1268,142,0.0023,卡萨丁,炽天使之拥
challenger,Fiora,9,0.0773,2108,0.0796,201,0.0023,菲奥娜,拳套
challenger,Lux,6,0.1549,11560,0.1571,70,0.0022,拉克丝,负极斗篷
challenger,Ekko,35,0.1663,1383,0.1685,89,0.0022,艾克,钢铁烈阳之匣
master,Fizz,25,0.146,8167,0.1482,81,0.0022,菲兹,泰坦的坚决
grandmaster,Shen,36,0.1084,11646,0.1106,217,0.0022,慎,离子火花
platinum,Kassadin,18,0.1205,10815,0.1226,106,0.0022,卡萨丁,破败王者之刃
diamond,AurelionSol,46,0.2181,2627,0.2203,59,0.0022,奥瑞利安·索尔,恩泽圣杯
grandmaster,Jayce,67,0.0801,4195,0.0822,146,0.0021,杰斯,凌风
challenger,Kayle,49,0.1592,5064,0.1613,62,0.0021,凯尔,正义之手
diamond,WuKong,27,0.1043,8641,0.1063,207,0.002,孙悟空,兹若特传送门
platinum,Shen,67,0.1059,9464,0.1079,380,0.002,慎,凌风
platinum,Kassadin,4,0.1205,10815,0.1225,98,0.002,卡萨丁,女神之泪
challenger,Jayce,3,0.0759,3610,0.0779,77,0.002,杰斯,无用大棒
grandmaster,Poppy,55,0.1161,6923,0.118,161,0.0019,波比,棘刺背心
grandmaster,Shen,5,0.1084,11646,0.1103,136,0.0019,慎,锁子甲
challenger,Jayce,47,0.0759,3610,0.0778,167,0.0019,杰斯,救赎
grandmaster,Lucian,24,0.0563,2273,0.058,69,0.0017,卢锡安,斯塔缇克电刃
diamond,Jhin,15,0.1175,1626,0.1191,168,0.0016,烬,守护天使
master,Jayce,15,0.0753,4410,0.0769,130,0.0016,杰斯,守护天使
challenger,Poppy,47,0.1103,7202,0.1118,170,0.0015,波比,救赎
master,Vi,55,0.0952,7791,0.0966,176,0.0014,蔚,棘刺背心
challenger,Thresh,18,0.1599,10538,0.1613,93,0.0014,锤石,破败王者之刃
platinum,Jhin,16,0.1112,1852,0.1125,80,0.0013,烬,饮血剑
grandmaster,Vi,3,0.0928,7230,0.0941,648,0.0013,蔚,无用大棒
challenger,Ezreal,18,0.0952,12275,0.0964,83,0.0012,伊泽瑞尔,破败王者之刃
challenger,ChoGath,77,0.0897,5394,0.0909,187,0.0012,科加斯,狂徒铠甲
grandmaster,Syndra,44,0.1359,2701,0.137,73,0.0011,辛德拉,炽天使之拥
diamond,Lucian,1,0.0721,2677,0.0732,82,0.0011,卢锡安,暴风大剑
master,Ezreal,1,0.0999,11391,0.101,99,0.0011,伊泽瑞尔,暴风大剑
diamond,Ekko,67,0.1624,1416,0.1635,104,0.001,艾克,凌风
platinum,Ahri,37,0.1009,3766,0.1019,373,0.001,阿狸,莫雷洛秘典
grandmaster,Lulu,44,0.2021,6804,0.2031,197,0.001,璐璐,炽天使之拥
platinum,Lucian,1,0.0974,3644,0.0984,122,0.0009,卢锡安,暴风大剑
grandmaster,Irelia,49,0.1167,2664,0.1177,85,0.0009,艾瑞莉娅,正义之手
platinum,Shaco,12,0.076,2105,0.0769,52,0.0009,萨科,巨人杀手
master,Graves,57,0.1093,10883,0.1101,109,0.0008,格雷福斯,红霸符
grandmaster,Kassadin,15,0.1174,15923,0.1183,93,0.0008,卡萨丁,守护天使
platinum,Graves,67,0.1097,7456,0.1105,181,0.0008,格雷福斯,凌风
challenger,Shen,67,0.1067,11120,0.1076,409,0.0008,慎,凌风
diamond,TwistedFate,34,0.1339,5213,0.1346,52,0.0007,崔斯特,卢登的回声
challenger,Lucian,6,0.0556,2517,0.0563,213,0.0007,卢锡安,负极斗篷
platinum,Leona,66,0.0838,4549,0.0844,154,0.0007,蕾欧娜,巨龙之爪
grandmaster,Karma,4,0.1354,7262,0.1359,103,0.0006,卡尔玛,女神之泪
platinum,Ashe,23,0.127,6907,0.1275,204,0.0005,艾希,鬼索的狂暴之刃
master,Lucian,17,0.0671,2640,0.0674,89,0.0004,卢锡安,基克的先驱
grandmaster,Shaco,12,0.0702,2037,0.0706,85,0.0004,萨科,巨人杀手
platinum,Irelia,16,0.0981,2313,0.0985,132,0.0003,艾瑞莉娅,饮血剑
master,Kassadin,26,0.1123,14742,0.1125,80,0.0002,卡萨丁,卢安娜的飓风
challenger,Lulu,24,0.2037,7896,0.2037,108,0.0001,璐璐,斯塔缇克电刃
platinum,Malphite,66,0.1346,13652,0.1348,141,0.0001,墨菲特,巨龙之爪
grandmaster,MissFortune,38,0.1479,3436,0.1478,115,0,厄运小姐,爆破专家的电荷
master,Irelia,68,0.1091,2145,0.1091,55,0,艾瑞莉娅,天神法球
grandmaster,VelKoz,44,0.1429,2023,0.1429,84,0,维克兹,炽天使之拥
platinum,Thresh,35,0.1805,5911,0.1803,61,-0.0002,锤石,钢铁烈阳之匣
challenger,Karma,3,0.1486,11298,0.1484,128,-0.0002,卡尔玛,无用大棒
platinum,Mordekaiser,25,0.1009,5568,0.1008,129,-0.0002,莫德凯撒,泰坦的坚决
diamond,Fiora,3,0.079,3024,0.0787,127,-0.0003,菲奥娜,无用大棒
diamond,Jhin,26,0.1175,1626,0.1171,111,-0.0004,烬,卢安娜的飓风
master,MissFortune,56,0.1499,3390,0.1494,87,-0.0004,厄运小姐,破刃者
challenger,Vi,6,0.088,6514,0.0876,708,-0.0004,蔚,负极斗篷
platinum,Lucian,12,0.0974,3644,0.0969,196,-0.0005,卢锡安,巨人杀手
diamond,ChoGath,35,0.108,6101,0.1075,214,-0.0005,科加斯,钢铁烈阳之匣
diamond,Darius,36,0.0816,1691,0.0811,185,-0.0005,德莱厄斯,离子火花
grandmaster,Caitlyn,17,0.1159,2097,0.1154,52,-0.0005,凯特琳,基克的先驱
diamond,Xayah,24,0.1172,3728,0.1167,60,-0.0006,霞,斯塔缇克电刃
platinum,Fizz,69,0.1621,7636,0.1615,130,-0.0006,菲兹,水银
diamond,Vi,35,0.1075,9879,0.107,187,-0.0006,蔚,钢铁烈阳之匣
grandmaster,Shen,45,0.1084,11646,0.1077,297,-0.0006,慎,冰霜之心
master,Mordekaiser,7,0.0984,5986,0.0976,82,-0.0008,莫德凯撒,巨人腰带
challenger,Lulu,17,0.2037,7896,0.2028,143,-0.0009,璐璐,基克的先驱
challenger,Mordekaiser,37,0.0989,6533,0.098,296,-0.0009,莫德凯撒,莫雷洛秘典
platinum,Zoe,67,0.1244,6606,0.1235,170,-0.0009,佐伊,凌风
master,WuKong,66,0.1046,8805,0.1037,135,-0.0009,孙悟空,巨龙之爪
master,Ezreal,19,0.0999,11391,0.0989,91,-0.001,伊泽瑞尔,无尽之刃
challenger,Malphite,88,0.1082,16535,0.1071,168,-0.0011,墨菲特,自然之力
platinum,Rakan,34,0.0992,3761,0.098,51,-0.0011,洛,卢登的回声
master,ChoGath,15,0.0932,5524,0.0922,293,-0.0011,科加斯,守护天使
grandmaster,Karma,17,0.1354,7262,0.1342,231,-0.0012,卡尔玛,基克的先驱
platinum,Mordekaiser,37,0.1009,5568,0.0997,351,-0.0012,莫德凯撒,莫雷洛秘典
master,XinZhao,67,0.1146,3282,0.1134,97,-0.0012,赵信,凌风
platinum,Malphite,36,0.1346,13652,0.1333,105,-0.0013,墨菲特,离子火花
master,MissFortune,37,0.1499,3390,0.1485,202,-0.0013,厄运小姐,莫雷洛秘典
challenger,Kassadin,35,0.1088,14576,0.1074,149,-0.0014,卡萨丁,钢铁烈阳之匣
challenger,WuKong,68,0.1045,8208,0.1029,272,-0.0016,孙悟空,天神法球
grandmaster,Vi,7,0.0928,7230,0.0912,329,-0.0016,蔚,巨人腰带
challenger,KaiSa,37,0.0711,1590,0.0694,216,-0.0016,卡莎,莫雷洛秘典
platinum,Vi,49,0.1193,8502,0.1177,51,-0.0016,蔚,正义之手
master,Darius,36,0.0627,750,0.061,82,-0.0017,德莱厄斯,离子火花
platinum,Lucian,24,0.0974,3644,0.0957,115,-0.0018,卢锡安,斯塔缇克电刃
challenger,Blitzcrank,3,0.0998,18309,0.098,51,-0.0018,布里茨,无用大棒
challenger,Lux,88,0.1549,11560,0.1532,111,-0.0018,拉克丝,自然之力
master,ChoGath,67,0.0932,5524,0.0913,219,-0.0019,科加斯,凌风
platinum,Ashe,79,0.127,6907,0.125,72,-0.002,艾希,伏击之爪
challenger,Ashe,57,0.1282,8931,0.1263,198,-0.002,艾希,红霸符
diamond,Karma,67,0.1308,6192,0.1288,132,-0.002,卡尔玛,凌风
master,Jinx,12,0.0886,700,0.0866,127,-0.002,金克丝,巨人杀手
diamond,Rumble,67,0.1555,5247,0.1534,176,-0.0021,兰博,凌风
challenger,Poppy,36,0.1103,7202,0.1081,74,-0.0021,波比,离子火花
platinum,Fiora,14,0.0827,3422,0.0807,62,-0.0021,菲奥娜,朔极之矛
platinum,Lucian,3,0.0974,3644,0.0952,84,-0.0022,卢锡安,无用大棒
platinum,Lucian,7,0.0974,3644,0.0952,189,-0.0022,卢锡安,巨人腰带
challenger,Ahri,37,0.1149,4256,0.1127,213,-0.0022,阿狸,莫雷洛秘典
grandmaster,ChoGath,25,0.0956,6842,0.0934,182,-0.0022,科加斯,泰坦的坚决
challenger,Shaco,16,0.0898,2261,0.0875,263,-0.0023,萨科,饮血剑
challenger,Vi,1,0.088,6514,0.0857,210,-0.0023,蔚,暴风大剑
platinum,Lux,46,0.1505,9382,0.1482,54,-0.0024,拉克丝,恩泽圣杯
grandmaster,Vi,9,0.0928,7230,0.0904,177,-0.0024,蔚,拳套
challenger,Fizz,25,0.1563,9190,0.1539,91,-0.0024,菲兹,泰坦的坚决
challenger,Fizz,55,0.1563,9190,0.1539,78,-0.0024,菲兹,棘刺背心
challenger,Poppy,67,0.1103,7202,0.1079,241,-0.0024,波比,凌风
grandmaster,XinZhao,55,0.1081,3109,0.1056,142,-0.0024,赵信,棘刺背心
diamond,Ezreal,29,0.1067,9487,0.1042,144,-0.0025,伊泽瑞尔,最后的轻语
challenger,Vi,15,0.088,6514,0.0855,117,-0.0025,蔚,守护天使
master,JarvanIV,67,0.1037,3577,0.1011,89,-0.0026,嘉文四世,凌风
platinum,Karma,3,0.1378,11443,0.1351,74,-0.0027,卡尔玛,无用大棒
master,XinZhao,27,0.1146,3282,0.1118,152,-0.0027,赵信,兹若特传送门
master,KaiSa,37,0.0528,1611,0.05,280,-0.0028,卡莎,莫雷洛秘典
platinum,Malphite,45,0.1346,13652,0.1319,91,-0.0028,墨菲特,冰霜之心
platinum,Vi,3,0.1193,8502,0.1165,206,-0.0028,蔚,无用大棒
diamond,Malphite,7,0.1228,17579,0.12,125,-0.0028,墨菲特,巨人腰带
diamond,Shen,25,0.1141,12828,0.1111,135,-0.0029,慎,泰坦的坚决
master,Vi,9,0.0952,7791,0.0924,249,-0.0029,蔚,拳套
platinum,MissFortune,19,0.1478,3830,0.1449,69,-0.0029,厄运小姐,无尽之刃
diamond,Irelia,49,0.1167,3386,0.1136,88,-0.003,艾瑞莉娅,正义之手
diamond,Mordekaiser,27,0.082,3551,0.079,76,-0.003,莫德凯撒,兹若特传送门
diamond,MissFortune,3,0.161,3659,0.1579,76,-0.0031,厄运小姐,无用大棒
platinum,WuKong,66,0.1047,8139,0.1016,128,-0.0031,孙悟空,巨龙之爪
platinum,Jayce,25,0.0908,4990,0.0877,57,-0.0031,杰斯,泰坦的坚决
diamond,KaiSa,38,0.0753,1819,0.0722,97,-0.0032,卡莎,爆破专家的电荷
grandmaster,Shaco,16,0.0702,2037,0.067,224,-0.0032,萨科,饮血剑
platinum,ChoGath,4,0.1078,4414,0.1047,86,-0.0032,科加斯,女神之泪
platinum,Jhin,29,0.1112,1852,0.1079,380,-0.0033,烬,最后的轻语
diamond,Thresh,4,0.1726,6832,0.1692,130,-0.0033,锤石,女神之泪
diamond,XinZhao,25,0.1049,3710,0.1016,256,-0.0033,赵信,泰坦的坚决
challenger,XinZhao,55,0.12,2209,0.1167,120,-0.0033,赵信,棘刺背心
challenger,Syndra,44,0.1156,1808,0.1122,98,-0.0034,辛德拉,炽天使之拥
platinum,Mordekaiser,7,0.1009,5568,0.0976,123,-0.0034,莫德凯撒,巨人腰带
challenger,Ekko,17,0.1663,1383,0.1628,86,-0.0035,艾克,基克的先驱
master,XinZhao,25,0.1146,3282,0.1111,225,-0.0035,赵信,泰坦的坚决
diamond,KhaZix,15,0.1008,5110,0.0972,72,-0.0036,卡兹克,守护天使
challenger,Kassadin,36,0.1088,14576,0.1053,171,-0.0036,卡萨丁,离子火花
diamond,Shen,36,0.1141,12828,0.1104,154,-0.0037,慎,离子火花
challenger,Lulu,2,0.2037,7896,0.2,70,-0.0037,璐璐,反曲之弓
platinum,Lulu,14,0.1979,6257,0.1941,340,-0.0037,璐璐,朔极之矛
grandmaster,Lulu,46,0.2021,6804,0.1983,116,-0.0038,璐璐,恩泽圣杯
challenger,Ahri,67,0.1149,4256,0.1111,72,-0.0038,阿狸,凌风
challenger,Soraka,35,0.1651,7337,0.1613,62,-0.0038,索拉卡,钢铁烈阳之匣
master,Ezreal,18,0.0999,11391,0.0962,52,-0.0038,伊泽瑞尔,破败王者之刃
master,WuKong,79,0.1046,8805,0.1008,129,-0.0038,孙悟空,伏击之爪
diamond,Ezreal,26,0.1067,9487,0.1028,107,-0.0039,伊泽瑞尔,卢安娜的飓风
master,ChoGath,9,0.0932,5524,0.0893,56,-0.0039,科加斯,拳套
challenger,WuKong,37,0.1045,8208,0.1006,547,-0.004,孙悟空,莫雷洛秘典
challenger,Leona,7,0.0909,4590,0.0868,357,-0.004,蕾欧娜,巨人腰带
diamond,Mordekaiser,55,0.082,3551,0.0779,77,-0.004,莫德凯撒,棘刺背心
challenger,Shaco,29,0.0898,2261,0.0857,140,-0.0041,萨科,最后的轻语
diamond,MissFortune,57,0.161,3659,0.1569,204,-0.0041,厄运小姐,红霸符
diamond,Lulu,2,0.1981,5987,0.194,67,-0.0041,璐璐,反曲之弓
platinum,Ashe,2,0.127,6907,0.1228,171,-0.0042,艾希,反曲之弓
platinum,Ashe,37,0.127,6907,0.1228,57,-0.0042,艾希,莫雷洛秘典
challenger,Ekko,59,0.1663,1383,0.1622,74,-0.0042,艾克,静止法衣
challenger,Vi,79,0.088,6514,0.0838,191,-0.0042,蔚,伏击之爪
diamond,Graves,57,0.1153,11229,0.1111,216,-0.0042,格雷福斯,红霸符
grandmaster,Jinx,57,0.0716,545,0.0673,104,-0.0043,金克丝,红霸符
platinum,Vi,66,0.1193,8502,0.115,200,-0.0043,蔚,巨龙之爪
challenger,Karma,67,0.1486,11298,0.1443,194,-0.0043,卡尔玛,凌风
master,Fiora,17,0.0749,2524,0.0706,85,-0.0043,菲奥娜,基克的先驱
platinum,VelKoz,39,0.1177,2040,0.1132,106,-0.0044,维克兹,珠光护手
diamond,Sona,4,0.1001,4166,0.0957,94,-0.0044,娑娜,女神之泪
grandmaster,Darius,36,0.0589,594,0.0546,55,-0.0044,德莱厄斯,离子火花
platinum,Thresh,44,0.1805,5911,0.176,125,-0.0045,锤石,炽天使之拥
challenger,WuKong,55,0.1045,8208,0.1,220,-0.0045,孙悟空,棘刺背心
platinum,Graves,17,0.1097,7456,0.1053,57,-0.0045,格雷福斯,基克的先驱
diamond,Vi,9,0.1075,9879,0.103,165,-0.0045,蔚,拳套
challenger,ChoGath,45,0.0897,5394,0.0852,176,-0.0045,科加斯,冰霜之心
grandmaster,Shen,55,0.1084,11646,0.1039,260,-0.0045,慎,棘刺背心
platinum,Jhin,1,0.1112,1852,0.1067,75,-0.0046,烬,暴风大剑
master,Shaco,29,0.0657,2040,0.0611,131,-0.0046,萨科,最后的轻语
challenger,Ashe,34,0.1282,8931,0.1236,89,-0.0046,艾希,卢登的回声
diamond,KhaZix,12,0.1008,5110,0.0962,104,-0.0046,卡兹克,巨人杀手
diamond,Leona,45,0.0683,3264,0.0635,126,-0.0048,蕾欧娜,冰霜之心
diamond,TwistedFate,39,0.1339,5213,0.129,93,-0.0049,崔斯特,珠光护手
grandmaster,Kassadin,18,0.1174,15923,0.1126,151,-0.0049,卡萨丁,破败王者之刃
master,Kassadin,18,0.1123,14742,0.1074,149,-0.0049,卡萨丁,破败王者之刃
platinum,MissFortune,33,0.1478,3830,0.1429,126,-0.0049,厄运小姐,灭世者的死亡之帽
grandmaster,MissFortune,47,0.1479,3436,0.1429,63,-0.005,厄运小姐,救赎
diamond,JarvanIV,33,0.0988,3614,0.0938,160,-0.005,嘉文四世,灭世者的死亡之帽
platinum,Fizz,37,0.1621,7636,0.1571,70,-0.005,菲兹,莫雷洛秘典
grandmaster,Mordekaiser,67,0.0879,5163,0.0829,193,-0.005,莫德凯撒,凌风
challenger,Vi,9,0.088,6514,0.083,241,-0.005,蔚,拳套
platinum,Mordekaiser,45,0.1009,5568,0.0959,73,-0.005,莫德凯撒,冰霜之心
